query	db_used	method	pident	evalue	bitscore	alignment_length	accession	staxids	sscinames	stitle	taxonomy	kingdom	phylum	class	order	family	genus	species	kingdom_taxid	phylum_taxid	class_taxid	order_taxid	family_taxid	genus_taxid	species_taxid
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.548	0.0	1210	664	gi|2746314711|gb|PP940817.1|	633886		Lipoptena fortisetosa isolate F01 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.398	0.0	1205	664	gi|2746314721|gb|PP940822.1|	633886		Lipoptena fortisetosa isolate F06 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.398	0.0	1205	664	gi|2746314715|gb|PP940819.1|	633886		Lipoptena fortisetosa isolate F03 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.398	0.0	1205	664	gi|2746314713|gb|PP940818.1|	633886		Lipoptena fortisetosa isolate F02 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.247	0.0	1199	664	gi|2746314717|gb|PP940820.1|	633886		Lipoptena fortisetosa isolate F04 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.096	0.0	1194	664	gi|2746314719|gb|PP940821.1|	633886		Lipoptena fortisetosa isolate F05 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	98.375	0.0	1190	677	gi|1704667766|gb|MK405669.1|	633886		Lipoptena fortisetosa voucher LF_Ro_02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	98.08	0.0	1179	677	gi|1704667764|gb|MK405668.1|	633886		Lipoptena fortisetosa voucher LF_Ro_01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.843	0.0	1171	637	gi|1788949130|gb|MN807848.1|	633886		Lipoptena fortisetosa voucher IZBE:0270022 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
consensus_cl_id_1_total_supporting_reads_80557	NT	taxdump	99.843	0.0	1171	637	gi|1788949128|gb|MN807847.1|	633886		Lipoptena fortisetosa voucher IZBE:0270006 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena fortisetosa	Metazoa	Arthropoda	Insecta	Diptera	Hippoboscidae	Lipoptena	Lipoptena fortisetosa	33208	6656	50557	7147	81710	170902	633886
