query	db_used	method	pident	evalue	bitscore	alignment_length	accession	staxids	sscinames	stitle	taxonomy	kingdom	phylum	class	order	family	genus	species	kingdom_taxid	phylum_taxid	class_taxid	order_taxid	family_taxid	genus_taxid	species_taxid
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	98.295	0.0	1234	704	gi|3035621882|emb|OZ296823.1|	279485		Myrmeleon formicarius genome assembly, organelle: mitochondrion	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	98.836	0.0	1225	687	gi|2580852689|gb|OR591040.1|	279485		Myrmeleon formicarius voucher ik17 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	99.848	0.0	1210	658	gi|645929038|gb|KJ592531.1|	279485		Myrmeleon formicarius voucher BC ZSM NEU 138 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	99.544	0.0	1199	658	gi|2129085687|gb|MZ608016.1|	279485		Myrmeleon formicarius voucher TR00285 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	99.064	0.0	1151	641	gi|527461266|gb|KF289779.1|	279485		Myrmeleon formicarius isolate 117-forol cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	96.802	0.0	1149	688	gi|2580852667|gb|OR591029.1|	279485		Myrmeleon formicarius voucher ik2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	99.672	0.0	1116	610	gi|388815850|gb|JQ864069.1|	279485		Myrmeleon formicarius voucher 23-forpie2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	99.18	0.0	1099	610	gi|388815848|gb|JQ864068.1|	279485		Myrmeleon formicarius voucher 22-forpie1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	97.192	0.0	1085	641	gi|527461268|gb|KF289780.1|	279485		Myrmeleon formicarius isolate 132-forpor cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
consensus_cl_id_3_total_supporting_reads_114567	NT	taxdump	96.885	0.0	1022	610	gi|388815854|gb|JQ864071.1|	279485		Myrmeleon formicarius voucher 42-forsic1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	Metazoa;Arthropoda;Insecta;Neuroptera;Myrmeleontidae;Myrmeleon;Myrmeleon formicarius	Metazoa	Arthropoda	Insecta	Neuroptera	Myrmeleontidae	Myrmeleon	Myrmeleon formicarius	33208	6656	50557	7516	27427	27428	279485
